Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
DMAP1,1.7975920544994217,2.6032349971007058e-12,MB_vs_Glial,DMAP1,55929,Up
HNRNPA0,2.5497574218413597,3.0164618519624086e-12,MB_vs_Glial,HNRNPA0,10949,Up
RSF1,1.7447515726947458,3.2552049882532656e-12,MB_vs_Glial,RSF1,51773,Up
KIF11,2.4247484183928094,3.4799650758498127e-12,MB_vs_Glial,KIF11,3832,Up
MLH1,2.3432387454851913,3.6333268654909224e-12,MB_vs_Glial,MLH1,4292,Up
RFC3,1.9557666982155375,3.814012613225102e-12,MB_vs_Glial,RFC3,5983,Up
NCAPG2,2.454735357235922,3.879853299906095e-12,MB_vs_Glial,NCAPG2,54892,Up
SRSF8,2.4941587200567614,3.8949933864608355e-12,MB_vs_Glial,SRSF8,10929,Up
CHAMP1,2.430924994346956,4.0388848280007615e-12,MB_vs_Glial,CHAMP1,283489,Up
TAF6,1.6110667973983972,4.333349561781305e-12,MB_vs_Glial,TAF6,6878,Up
SSRP1,2.5230988904711964,5.039958736061765e-12,MB_vs_Glial,SSRP1,6749,Up
DNMT3A,1.885664828849336,5.039958736061765e-12,MB_vs_Glial,DNMT3A,1788,Up
DBR1,1.8246307285970147,5.109512687216876e-12,MB_vs_Glial,DBR1,51163,Up
PARP1,2.3191035495503556,5.9937891173658265e-12,MB_vs_Glial,PARP1,142,Up
RB1,1.7035661348440172,6.558599102825834e-12,MB_vs_Glial,RB1,5925,Up
NCAPD3,2.4073922231938116,7.461080284579147e-12,MB_vs_Glial,NCAPD3,23310,Up
TRIP13,2.145384449653257,7.93522336757678e-12,MB_vs_Glial,TRIP13,9319,Up
KMT2A,2.607762036841798,8.219645062772028e-12,MB_vs_Glial,KMT2A,4297,Up
SPIN1,2.4409662640047003,8.219645062772028e-12,MB_vs_Glial,SPIN1,10927,Up
UHRF1,2.1811139900390977,8.558418109747975e-12,MB_vs_Glial,UHRF1,29128,Up
WDR70,1.943106788163771,9.062303927285844e-12,MB_vs_Glial,WDR70,55100,Up
RTF1,1.6270848868763288,9.067381511026445e-12,MB_vs_Glial,RTF1,23168,Up
LRWD1,2.194766328787466,9.134093913770465e-12,MB_vs_Glial,LRWD1,222229,Up
SIN3B,1.8945605620162205,9.134093913770465e-12,MB_vs_Glial,SIN3B,23309,Up
ZC3H18,1.4905150168432435,9.463177616609146e-12,MB_vs_Glial,ZC3H18,124245,Up
RALYL,4.284740908977337,1.0221194570188386e-11,MB_vs_Glial,RALYL,138046,Up
ZNF574,3.6096469011900254,1.0221194570188386e-11,MB_vs_Glial,ZNF574,64763,Up
TRIM24,2.1195440771413985,1.0221194570188386e-11,MB_vs_Glial,TRIM24,8805,Up
CFDP1,1.7136136570006109,1.0221194570188386e-11,MB_vs_Glial,CFDP1,10428,Up
HIRA,1.7884106459608233,1.0344518564340658e-11,MB_vs_Glial,HIRA,7290,Up
TCF4,3.602103178416021,1.0440198042020952e-11,MB_vs_Glial,TCF4,6925,Up
ZNF608,3.5450943630372116,1.0440198042020952e-11,MB_vs_Glial,ZNF608,57507,Up
PPM1G,2.066731654542039,1.0924820569039882e-11,MB_vs_Glial,PPM1G,5496,Up
DEK,2.1926325721475024,1.1588331448865008e-11,MB_vs_Glial,DEK,7913,Up
RBM22,1.5430925933641078,1.1588331448865008e-11,MB_vs_Glial,RBM22,55696,Up
RFC2,1.9524111746729567,1.2430198187515802e-11,MB_vs_Glial,RFC2,5982,Up
RCC2,2.6986692696838084,1.303199592248855e-11,MB_vs_Glial,RCC2,55920,Up
GNE,1.8385293042476043,1.3040457211807365e-11,MB_vs_Glial,GNE,10020,Up
UBR7,1.9330967075138226,1.4208274856580103e-11,MB_vs_Glial,UBR7,55148,Up
IGFBPL1,3.4329070891832245,1.428503000388744e-11,MB_vs_Glial,IGFBPL1,347252,Up
DIS3,2.1935203659648046,1.4413383037419962e-11,MB_vs_Glial,DIS3,22894,Up
ZNF609,3.3820345692532534,1.574101550908521e-11,MB_vs_Glial,ZNF609,23060,Up
SMARCD1,2.3385724945471615,1.5973210043183923e-11,MB_vs_Glial,SMARCD1,6602,Up
PHF21A,3.737464198579021,1.6166446026927825e-11,MB_vs_Glial,PHF21A,51317,Up
C5orf24,3.6004936155240337,1.6184016929353756e-11,MB_vs_Glial,C5orf24,134553,Up
TRIM28,2.603473774998516,1.6184016929353756e-11,MB_vs_Glial,TRIM28,10155,Up
ZNF629,3.8207420583070117,1.6341541547549686e-11,MB_vs_Glial,ZNF629,23361,Up
FAM76B,2.7039752752227173,1.6689394817570352e-11,MB_vs_Glial,FAM76B,143684,Up
