Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
PUM3,1.5548352134204855,9.440960067942719e-4,ATRT_vs_Glial,PUM3,9933,Up
P4HA1,2.5133877037026195,9.500521821755245e-4,ATRT_vs_Glial,P4HA1,5033,Up
GTPBP4,1.5415420944286211,0.0010054955559516254,ATRT_vs_Glial,GTPBP4,23560,Up
DECR2,2.5077664873420886,0.0010465392027470472,ATRT_vs_Glial,DECR2,26063,Up
NXN,2.784002251795119,0.001047086692501466,ATRT_vs_Glial,NXN,64359,Up
PPWD1,1.2958793937976942,0.001047086692501466,ATRT_vs_Glial,PPWD1,23398,Up
STAT6,1.327316008613277,0.001066675312134392,ATRT_vs_Glial,STAT6,6778,Up
KIAA1143,1.2883218556667693,0.0010703448734533686,ATRT_vs_Glial,KIAA1143,57456,Up
TIMP3,1.8159131354736289,0.0011085291714778148,ATRT_vs_Glial,TIMP3,7078,Up
LMAN1,1.5722371312275385,0.001193865403499063,ATRT_vs_Glial,LMAN1,3998,Up
EEF2,1.003521953169706,0.0012218150847349263,ATRT_vs_Glial,EEF2,1938,Up
PTMA,1.965853546573566,0.0012321053941265528,ATRT_vs_Glial,PTMA,5757,Up
EXOSC10,1.0970767904589778,0.0012430404881694696,ATRT_vs_Glial,EXOSC10,5394,Up
POGLUT2,1.5661189517936371,0.0012459384427675206,ATRT_vs_Glial,POGLUT2,79070,Up
B3GALT6,1.026513317682518,0.0012459384427675206,ATRT_vs_Glial,B3GALT6,126792,Up
IREB2,1.5719280801209266,0.0012761327150805327,ATRT_vs_Glial,IREB2,3658,Up
CYB5R2,1.7400644734560338,0.0012937565044921946,ATRT_vs_Glial,CYB5R2,51700,Up
P4HA2,1.664019012856496,0.0013076356328307194,ATRT_vs_Glial,P4HA2,8974,Up
CCNL1,1.5567621606532036,0.0013106008640156109,ATRT_vs_Glial,CCNL1,57018,Up
PWP2,1.5743442190216008,0.0013262152607383358,ATRT_vs_Glial,PWP2,5822,Up
BMS1,1.2282931898713692,0.001347259787066721,ATRT_vs_Glial,BMS1,9790,Up
SBNO1,1.6053051435699999,0.001535808483781131,ATRT_vs_Glial,SBNO1,55206,Up
TRMT6,1.116487452051306,0.0015564439043156003,ATRT_vs_Glial,TRMT6,51605,Up
SYNGR2,1.941461765557417,0.0015634211835599265,ATRT_vs_Glial,SYNGR2,9144,Up
HEATR1,1.567570130522224,0.0016483365939760335,ATRT_vs_Glial,HEATR1,55127,Up
FBXO22,1.2103133754560282,0.0016483365939760335,ATRT_vs_Glial,FBXO22,26263,Up
RIF1,1.231229432822321,0.001676747684753598,ATRT_vs_Glial,RIF1,55183,Up
GNE,1.00959403223505,0.001689545885899615,ATRT_vs_Glial,GNE,10020,Up
PLBD1,1.4439818399068933,0.0016935595640084366,ATRT_vs_Glial,PLBD1,79887,Up
ANP32B,1.4315581954038379,0.0017570000806260964,ATRT_vs_Glial,ANP32B,10541,Up
DHX37,1.2575138696959804,0.0017843078950107933,ATRT_vs_Glial,DHX37,57647,Up
GALNT2,1.4467043636582275,0.0018337382862680717,ATRT_vs_Glial,GALNT2,2590,Up
RNF213,1.2106741100011362,0.0018456238320858642,ATRT_vs_Glial,RNF213,57674,Up
SRPK1,1.1794003316373427,0.001846720061009345,ATRT_vs_Glial,SRPK1,6732,Up
KNOP1,1.8033497739344178,0.0018938138925181942,ATRT_vs_Glial,KNOP1,400506,Up
CNIH4,1.523285806744802,0.0018938138925181942,ATRT_vs_Glial,CNIH4,29097,Up
SIRT1,1.0946639344709865,0.0019201489373966872,ATRT_vs_Glial,SIRT1,23411,Up
EIF4A3,1.1491640352265406,0.0019870813693234,ATRT_vs_Glial,EIF4A3,9775,Up
SLC35B2,1.1406972103855182,0.002029924897156577,ATRT_vs_Glial,SLC35B2,347734,Up
ATP11A,1.1872964820121048,0.00203612243356982,ATRT_vs_Glial,ATP11A,23250,Up
BRI3BP,1.627623795501826,0.0021341153403636828,ATRT_vs_Glial,BRI3BP,140707,Up
CERS6,1.2450495828834498,0.002155797965553053,ATRT_vs_Glial,CERS6,253782,Up
SLC2A3,1.834327591712789,0.002162467817344978,ATRT_vs_Glial,SLC2A3,6515,Up
SHC1,1.33774751948172,0.002182352522566325,ATRT_vs_Glial,SHC1,6464,Up
CDC27,1.058924562556978,0.002182566503906526,ATRT_vs_Glial,CDC27,996,Up
ARIH2,1.6992594392114633,0.0022423502878631167,ATRT_vs_Glial,ARIH2,10425,Up
PNO1,1.4522341907824767,0.0022423502878631167,ATRT_vs_Glial,PNO1,56902,Up
DNAJC1,1.2885471340481693,0.0022562657841430065,ATRT_vs_Glial,DNAJC1,64215,Up
WDR43,1.284864784214676,0.0023226329257854984,ATRT_vs_Glial,WDR43,23160,Up
INTS1,1.138785832691454,0.0023256400786965774,ATRT_vs_Glial,INTS1,26173,Up
WDR3,1.7019140996604136,0.0023763158661325133,ATRT_vs_Glial,WDR3,10885,Up
RSBN1,1.1305135584083494,0.002376957824263079,ATRT_vs_Glial,RSBN1,54665,Up
RAB3D,2.4238859085575832,0.0023850844672545436,ATRT_vs_Glial,RAB3D,9545,Up
RIOX1,1.1730423512614863,0.0024233716143593456,ATRT_vs_Glial,RIOX1,79697,Up
IPO4,1.7948929032188552,0.0024280250790421946,ATRT_vs_Glial,IPO4,79711,Up
EXOSC9,1.1380224652851965,0.002435742559744739,ATRT_vs_Glial,EXOSC9,5393,Up
GTF2E2,1.3364487295751957,0.0025106235084546803,ATRT_vs_Glial,GTF2E2,2961,Up
UTP18,1.4768652897153522,0.0025165763616914285,ATRT_vs_Glial,UTP18,51096,Up
UTP3,1.7466137912820265,0.0025277821457048975,ATRT_vs_Glial,UTP3,57050,Up
DDX56,1.3814753876827908,0.002573348329769965,ATRT_vs_Glial,DDX56,54606,Up
NOP2,1.687403091766086,0.002592342332071207,ATRT_vs_Glial,NOP2,4839,Up
IVNS1ABP,1.1597325101379639,0.002592342332071207,ATRT_vs_Glial,IVNS1ABP,10625,Up
NOC2L,1.4977171930846431,0.0026036551162001245,ATRT_vs_Glial,NOC2L,26155,Up
TBL3,1.2758021123403367,0.0026288480336089746,ATRT_vs_Glial,TBL3,10607,Up
PDIA5,1.3648150760072006,0.002633431691375494,ATRT_vs_Glial,PDIA5,10954,Up
DDX47,1.2849728708852943,0.0027466552174678096,ATRT_vs_Glial,DDX47,51202,Up
GPR180,1.4102311612086673,0.002754577935663983,ATRT_vs_Glial,GPR180,160897,Up
RBM15,1.258753994589771,0.002836994401419535,ATRT_vs_Glial,RBM15,64783,Up
DDX31,1.5792915614449683,0.002840121985597919,ATRT_vs_Glial,DDX31,64794,Up
SET,1.3025842795044298,0.0028430164379748286,ATRT_vs_Glial,SET,6418,Up
IDE,1.1242744767454873,0.0028430164379748286,ATRT_vs_Glial,IDE,3416,Up
CSTF3,1.1853203294584986,0.0030258418967024497,ATRT_vs_Glial,CSTF3,1479,Up
CDK1,1.0517471645507506,0.0030377067288234233,ATRT_vs_Glial,CDK1,983,Up
UGDH,2.3619665522575914,0.0030480700682831165,ATRT_vs_Glial,UGDH,7358,Up
EXOSC7,1.1098112787937566,0.0030610846416692897,ATRT_vs_Glial,EXOSC7,23016,Up
FBN2,2.7325976572518655,0.0030697959087398804,ATRT_vs_Glial,FBN2,2201,Up
ATAD2,1.6950456449699907,0.0030697959087398804,ATRT_vs_Glial,ATAD2,29028,Up
IGF2R,1.5164415028553577,0.003104045492806511,ATRT_vs_Glial,IGF2R,3482,Up
KDELR3,1.7361232862962623,0.0031175122880566716,ATRT_vs_Glial,KDELR3,11015,Up
PEG10,1.4625841709322138,0.003288915153485772,ATRT_vs_Glial,PEG10,23089,Up
LIG1,1.0394600088736112,0.003293612494552423,ATRT_vs_Glial,LIG1,3978,Up
HDHD5,1.6191001007394128,0.003316297803597011,ATRT_vs_Glial,HDHD5,27440,Up
INTS7,1.712856436974132,0.0033366499056075344,ATRT_vs_Glial,INTS7,25896,Up
NOL6,1.466838810097368,0.0033366499056075344,ATRT_vs_Glial,NOL6,65083,Up
UHRF1,1.08716873816633,0.003363944349823792,ATRT_vs_Glial,UHRF1,29128,Up
XXYLT1,1.1599750625452891,0.003413168140182826,ATRT_vs_Glial,XXYLT1,152002,Up
DHX15,1.0699343400711605,0.0035463065378789176,ATRT_vs_Glial,DHX15,1665,Up
NCAPH,1.6314377021048863,0.0035681223224999213,ATRT_vs_Glial,NCAPH,23397,Up
BTAF1,1.0153366579337622,0.0035681223224999213,ATRT_vs_Glial,BTAF1,9044,Up
GMPS,1.1199150792547918,0.003604298997514546,ATRT_vs_Glial,GMPS,8833,Up
NARS2,1.5003897285648904,0.0037272552913247044,ATRT_vs_Glial,NARS2,79731,Up
RPP30,1.4430037398757705,0.003901514348586939,ATRT_vs_Glial,RPP30,10556,Up
BYSL,1.3486782116276395,0.003921595223865705,ATRT_vs_Glial,BYSL,705,Up
