Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
ZNF536,-2.452888744744101,5.171817865415355e-4,ATRT_vs_MB,ZNF536,9745,Down
H2AC21,-2.0181651047674336,5.195977969040519e-4,ATRT_vs_MB,H2AC21,317772,Down
PRR12,-2.318098975015314,5.2003425756273e-4,ATRT_vs_MB,PRR12,57479,Down
MRGBP,-1.4345388094019746,5.2003425756273e-4,ATRT_vs_MB,MRGBP,55257,Down
HTATSF1,-1.4143252505834596,5.2003425756273e-4,ATRT_vs_MB,HTATSF1,27336,Down
SUDS3,-1.3173681140779294,5.221475339400712e-4,ATRT_vs_MB,SUDS3,64426,Down
SARNP,-1.437871032011934,5.295007792240193e-4,ATRT_vs_MB,SARNP,84324,Down
RTF1,-1.1272679984630756,5.295007792240193e-4,ATRT_vs_MB,RTF1,23168,Down
RCOR3,-1.4315835602673985,5.415447922875535e-4,ATRT_vs_MB,RCOR3,55758,Down
PAFAH1B3,-2.2984384189319833,5.970104305679758e-4,ATRT_vs_MB,PAFAH1B3,5050,Down
TMX4,-1.9392514044437092,6.029955769249311e-4,ATRT_vs_MB,TMX4,56255,Down
GTF2I,-1.671754367162798,6.310594331402756e-4,ATRT_vs_MB,GTF2I,2969,Down
RAB2B,-1.815235820779968,6.744889355921579e-4,ATRT_vs_MB,RAB2B,84932,Down
PDS5B,-1.551366444869128,6.744889355921579e-4,ATRT_vs_MB,PDS5B,23047,Down
CRKL,-1.3117913704992077,6.744889355921579e-4,ATRT_vs_MB,CRKL,1399,Down
TAF6,-1.0641434191273191,6.744889355921579e-4,ATRT_vs_MB,TAF6,6878,Down
RTN1,-3.4424559727105617,6.755323676106782e-4,ATRT_vs_MB,RTN1,6252,Down
CHTOP,-1.4640121872773975,6.755323676106782e-4,ATRT_vs_MB,CHTOP,26097,Down
KDM3B,-1.5008835262290958,6.968975382228139e-4,ATRT_vs_MB,KDM3B,51780,Down
SETD1A,-1.0627670807718488,7.021919765594033e-4,ATRT_vs_MB,SETD1A,9739,Down
BASP1,-5.041107926961807,7.061078753201619e-4,ATRT_vs_MB,BASP1,10409,Down
DEK,-1.4945457320599864,7.411550157231565e-4,ATRT_vs_MB,DEK,7913,Down
CTDSPL2,-1.104108521272714,7.456272748426321e-4,ATRT_vs_MB,CTDSPL2,51496,Down
OTX2,-2.4956830192115724,7.509859449395936e-4,ATRT_vs_MB,OTX2,5015,Down
XRCC1,-1.4725787205207688,7.783850969667658e-4,ATRT_vs_MB,XRCC1,7515,Down
PACS2,-1.3622990689533125,0.00078525204368372055,ATRT_vs_MB,PACS2,23241,Down
H3-3A,-2.2384404728447613,8.014393942353039e-4,ATRT_vs_MB,H3-3A,3020,Down
CLASP1,-1.2693204570863337,8.029301103772122e-4,ATRT_vs_MB,CLASP1,23332,Down
PPP2R5E,-1.5810532818374234,8.042298429824998e-4,ATRT_vs_MB,PPP2R5E,5529,Down
NUMA1,-1.7970610497102761,8.227354252819623e-4,ATRT_vs_MB,NUMA1,4926,Down
SYNRG,-1.610806833400293,8.552498115150022e-4,ATRT_vs_MB,SYNRG,11276,Down
CHD4,-1.5512110100491618,8.84723857260824e-4,ATRT_vs_MB,CHD4,1108,Down
GNPDA2,-1.5717592829658678,8.86787359140638e-4,ATRT_vs_MB,GNPDA2,132789,Down
ADD1,-2.334380877297228,8.909812975469474e-4,ATRT_vs_MB,ADD1,118,Down
