Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
ERBB2,-1.1499916795010456,0.0020708776576952924,MB_vs_EPN_like,ERBB2,2064,Down
ABCD3,-1.1604700857608137,0.0020938214049714015,MB_vs_EPN_like,ABCD3,5825,Down
SIAE,-2.0794027938971062,0.0021421056343406556,MB_vs_EPN_like,SIAE,54414,Down
CD59,-2.104487083651051,0.002206046330866947,MB_vs_EPN_like,CD59,966,Down
AQP4,-3.728633044487321,0.002243882423981108,MB_vs_EPN_like,AQP4,361,Down
NPTN,-1.4439207567009973,0.002243882423981108,MB_vs_EPN_like,NPTN,27020,Down
ETFA,-1.0749476866865315,0.0022945148197197392,MB_vs_EPN_like,ETFA,2108,Down
CRYL1,-1.9984537068442307,0.002301617880480682,MB_vs_EPN_like,CRYL1,51084,Down
TMEM205,-1.1036827465652195,0.0023371371910484336,MB_vs_EPN_like,TMEM205,374882,Down
GPC4,-1.0240309184967948,0.0023371371910484336,MB_vs_EPN_like,GPC4,2239,Down
C1orf198,-2.170016879984228,0.0024610286904670265,MB_vs_EPN_like,C1orf198,84886,Down
GATD3,-1.1246062350009538,0.0025631163363620743,MB_vs_EPN_like,GATD3,8209,Down
GYG1,-1.7176789232084992,0.0025797160493616906,MB_vs_EPN_like,GYG1,2992,Down
IFT88,-1.4238822902185149,0.0025797160493616906,MB_vs_EPN_like,IFT88,8100,Down
RHOC,-1.1464186744478368,0.002585426353412123,MB_vs_EPN_like,RHOC,389,Down
CKB,-2.594018878570747,0.002593120444610789,MB_vs_EPN_like,CKB,1152,Down
SDK2,-1.3583393796905128,0.0025973206635465694,MB_vs_EPN_like,SDK2,54549,Down
SORBS1,-1.8438150950264998,0.002641414692835489,MB_vs_EPN_like,SORBS1,10580,Down
TJP1,-1.0057423871676043,0.0026690104165923013,MB_vs_EPN_like,TJP1,7082,Down
HIBADH,-1.2244270756693894,0.002684258877701269,MB_vs_EPN_like,HIBADH,11112,Down
TM7SF2,-1.3457851724258845,0.002730278732146853,MB_vs_EPN_like,TM7SF2,7108,Down
ECI2,-1.2713354719825567,0.0027512100628076896,MB_vs_EPN_like,ECI2,10455,Down
EPB41L2,-1.5620729644538756,0.0027835819950688626,MB_vs_EPN_like,EPB41L2,2037,Down
TTC8,-1.1826453697899773,0.0028526319604154555,MB_vs_EPN_like,TTC8,123016,Down
PEA15,-1.6191108004934804,0.0029908223279302326,MB_vs_EPN_like,PEA15,8682,Down
WLS,-1.9165223352918161,0.003014942948657028,MB_vs_EPN_like,WLS,79971,Down
RIDA,-2.1401297403648734,0.0031067545530436558,MB_vs_EPN_like,RIDA,10247,Down
SCD5,-1.6811525719802454,0.0031484782054987445,MB_vs_EPN_like,SCD5,79966,Down
ODF2,-1.4297207114552108,0.0032212522485908406,MB_vs_EPN_like,ODF2,4957,Down
PPP1R12B,-1.2178635668718911,0.003226173401693242,MB_vs_EPN_like,PPP1R12B,4660,Down
