Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
CTCF,6.4477581716916725e-59,1.1787696554971525,1.1787696554971525,8.811524106280624e-5
GSTM3,2.6207936029345382e-51,3.4911925596306155,-2.2989999483811694,9.189142748191951e-5
RSRC2,5.786867660936649e-60,1.0947814045284439,1.0947814045284439,9.191647823777073e-5
ELOF1,1.6052574754878773e-59,1.3686156288047897,1.218308501376569,9.198623488438832e-5
CHDH,1.1768519567793432e-53,1.776506254063218,-1.776506254063218,9.276553278946731e-5
KCTD21,2.0336212586985003e-55,2.130575165082643,-1.5820928817487818,9.330473057439224e-5
VPS26B,7.310140256520175e-63,1.685272338950007,-1.011687670726836,9.380128795709424e-5
SSTR2,3.6061790083760646e-50,2.0354281545945128,1.8704151224050776,9.533364192773586e-5
ETFDH,5.6755778468479395e-61,1.110098257375789,-1.110098257375789,9.582238308858156e-5
SERPINB1,2.885664134289867e-56,1.6201397141328115,-1.6201397141328115,9.684427393845915e-5
KALRN,3.8025813090961846e-58,1.3960346510746575,1.1957366807648881,9.716495788096004e-5
TARDBP,3.952159406025121e-63,1.0279691513638127,1.0279691513638127,9.723129478008347e-5
PRKAG1,8.992158115709078e-61,1.1423156118214983,-1.1423156118214983,9.724007459400279e-5
TRAPPC5,1.2925778653466354e-56,1.4936116586510266,-1.4936116586510266,9.86596064180873e-5
ELMOD2,1.9718660431629364e-60,1.16539282594875,1.16539282594875,9.86596064180873e-5
SIRT2,4.8217919544709895e-54,2.8711954844827403,-1.793598977695158,1.0181890289315891e-4
TOE1,1.4621139264410731e-52,1.566374268643166,1.566374268643166,1.019310645696102e-4
TRAF6,4.2259673934866225e-61,1.046186522692377,-1.046186522692377,1.0881625173447231e-4
LRPAP1,3.4536110337755175e-54,1.6986683158977804,-1.6986683158977804,1.0952189211223743e-4
POGLUT2,4.795795982553214e-56,1.5661189517936371,1.2305046265865123,1.1054761243849958e-4
AGAP3,1.3771961202081883e-54,2.8822227536754603,1.57320957140751,1.1212279945088766e-4
CDC5L,5.6536620326442795e-61,1.1747170345672053,1.1196194955195793,1.1372779883440195e-4
C4B,5.718331100175629e-56,1.6855144108627016,-1.6855144108627016,1.1491527703625538e-4
NPEPL1,2.0790537754364373e-57,1.3904897738784356,-1.3904897738784356,1.1519473840635164e-4
HLA-A,1.3424570392375513e-55,1.702387413784809,-1.702387413784809,1.1531679545808345e-4
BTN3A3,1.1379647713152944e-59,1.7131762722214496,-1.1782468908542576,1.1531679545808345e-4
WDR3,2.557989290671782e-56,1.7019140996604136,1.4257811280202155,1.1792393112608288e-4
SLC1A2,1.1028307344158588e-44,3.7688770342889093,-3.312864419869289,1.2019026607524478e-4
PPP2R5A,1.1773478265745858e-56,1.3663390253677399,-1.3663390253677399,1.2163164635701074e-4
RAD23B,2.18970243840199e-62,1.1507533251207853,1.0795818968702235,1.2344171638032777e-4
EPS15,1.1974453406208854e-58,1.3262037808863951,-1.1957808071052405,1.2607425144754722e-4
PDLIM5,4.760152777487597e-56,1.8479358008112392,-1.5179432246286737,1.2630604570927195e-4
RRM2B,6.536765487143731e-57,1.4824685044176569,-1.4824685044176569,1.2857907510071458e-4
RRAGC,4.073046303541605e-61,1.2862839988172325,-1.0844455113397125,1.3004230805145877e-4
ARAP1,2.722493078273895e-60,1.1622843333083814,-1.0713178864908492,1.3014942934294475e-4
CNN2,1.479509505515892e-57,2.4684285782948336,1.3596430624525162,1.3024928932742417e-4
RNF17,9.842113031955986e-57,1.5675771653354076,-1.4548930659443045,1.3076395973718805e-4
FAM241B,1.8979307516367534e-57,1.4857488986485698,1.3298470326497025,1.3091640873147346e-4
RAP2A,4.4220444164129915e-56,1.5005571493183538,-1.5005571493183538,1.3292398664725444e-4
ABCB7,1.731252637959874e-60,1.0844527150863819,-1.0844527150863819,1.3308301581225362e-4
HEBP1,1.7698713189654565e-57,1.44014918160439,-1.44014918160439,1.3310150042422915e-4
MRTO4,2.7758893923315774e-61,1.0706754891346044,1.0706754891346044,1.3397823393138908e-4
CC2D1A,4.771568591132227e-54,2.2290927860915666,-1.7282080241960038,1.36717398693046e-4
ALCAM,1.1193678129399886e-49,2.5377604491035974,-2.3068532385651785,1.3810649446230967e-4
PPP2CB,2.4392241992676383e-60,1.9979845800537674,-1.1918835744902339,1.3998487880241775e-4
PODXL2,1.7267710020450557e-54,1.8338531835579417,1.531906754518559,1.4002620408392268e-4
GEMIN5,4.0224239855973114e-61,1.0160218482777381,1.0160218482777381,1.449520469830497e-4
MPC1,2.3933870278897945e-57,1.3626488276003563,-1.3626488276003563,1.4607907069898082e-4
SSPN,1.9707275595855942e-56,1.306451039828307,-1.306451039828307,1.4607907069898082e-4
AK3,1.2203066621467522e-60,1.2529870961495178,-1.18788328540721,1.4725043270098312e-4
CRLF3,5.270441961711247e-59,1.2410827224232897,1.0946715289228877,1.4757968290266338e-4
AGL,2.2494013466426037e-55,1.5581518915308976,-1.5581518915308976,1.4940056522373004e-4
UNC119,1.4280432507284955e-61,1.3774032938799508,1.0258707114880998,1.5051430892234677e-4
GALNT2,4.6137564301845505e-60,2.6020680415028146,-1.155363677844587,1.514965469123355e-4
PLSCR1,8.752276434117031e-51,1.9727321207480735,-1.9727321207480735,1.521346826387683e-4
PALS1,3.419250089957695e-60,1.380982952142233,-1.0795290088101943,1.524047481939143e-4
SIRPA,2.6920534173180084e-50,4.275741383017213,-2.1413839866517144,1.532831113320626e-4
MYH10,1.0331818260043612e-59,1.2177301160776004,1.2177301160776004,1.5338744222532163e-4
INPP1,5.342944936728412e-59,1.5440819269715753,-1.3174440056441803,1.534128145862354e-4
PCBD1,8.561133413142857e-58,1.4307952928167573,-1.4307952928167573,1.5541433131883935e-4
SUOX,5.177956062272439e-59,1.144526512538377,-1.144526512538377,1.5595175551557942e-4
ACOT9,1.4975619189920037e-60,1.4075561173445479,-1.1609517699418959,1.5618382513853744e-4
DBI,3.161418437243096e-50,3.1966655954552436,-2.327192222952668,1.5741261470934823e-4
P3H3,5.130531518337228e-56,3.5375671418100083,1.3078917621773058,1.575763440626123e-4
BYSL,1.3660320007437513e-58,1.6612621360529225,1.1680534741731279,1.623707361759202e-4
ELAC2,2.843598351629728e-59,1.1254833453099415,1.1254833453099415,1.6299500078437003e-4
ELAVL3,5.560754462437552e-56,1.8724126189732537,1.4591383870819001,1.6417592316355978e-4
RAB12,3.9776924818702075e-60,1.5374056103661182,-1.0918262862601082,1.653979862279551e-4
RAB9A,3.808385566866046e-60,1.1449461831582433,-1.1449461831582433,1.6821775144467555e-4
REEP5,1.5406821321545722e-58,1.3776645550972084,-1.352974408974159,1.705377692296177e-4
FRMD5,1.2051551238298183e-58,1.2609336007386247,-1.2609336007386247,1.705377692296177e-4
LRRC8A,1.2732295592909908e-57,1.8850186015832904,-1.259247514255872,1.7236670093638068e-4
TNS3,3.817344764859531e-50,2.1825421118807427,-2.1825421118807427,1.732394019779368e-4
PHYHIPL,1.44416592013808e-50,2.203815705715691,-2.203815705715691,1.7412858171999074e-4
IGSF3,9.49439799824106e-59,1.2303003729419046,1.0990975896682826,1.777255731119305e-4
DCLK2,1.4357615154394298e-54,2.0968405804140957,-1.663499720430984,1.8070089258359875e-4
ANO6,1.5640252859709536e-53,2.269812632477251,-1.7471203669975814,1.80706424463009e-4
AFAP1,1.4980381290340456e-56,1.5396230396038604,1.3217532290159433,1.8102580925685155e-4
PSMB8,7.439281902732774e-55,1.5918775710442112,-1.5557009465767528,1.851165453714514e-4
ACBD5,8.877113051950521e-61,1.0369187998340514,-1.0369187998340514,1.9198102546576774e-4
ERBIN,5.205914977008962e-57,1.6482129551121432,-1.3559746590223476,1.934387516217255e-4
SELENOT,7.478659024395927e-62,1.032712490813008,-1.032712490813008,1.9490367399192736e-4
RBBP9,4.556744037299524e-61,1.5327297500967738,-1.0694419403683497,1.9557496586795182e-4
