Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
METTL1,4.6132359136130565e-57,1.3831504804584576,1.3748489600032805,0.026032803961010882
ZRANB2,9.278526669704951e-61,1.2871079847319145,-1.1550926714714436,0.026040029337396995
C1R,1.1117615059985691e-56,1.5344108528694314,1.5344108528694314,0.02610052146407975
FCGRT,1.4777865958676616e-50,2.2162503530029305,2.2162503530029305,0.026157126341720915
TKFC,1.7889481238751273e-63,1.0015692786165182,-1.0015692786165182,0.02657439699475943
BRI3BP,1.4781485193804798e-57,1.627623795501826,1.4223506683966285,0.026868214797542426
SERPINB6,1.9385843184131819e-59,2.430127458495374,-1.4286291219756677,0.026994970897290627
LCP1,3.8872794726595864e-56,1.661968469554001,1.661968469554001,0.02703509034661687
PRUNE1,1.640687484658247e-61,1.564560064101137,-1.1034896328505113,0.027504016598017374
SYNE1,5.762977223664495e-56,1.530579497543858,-1.530579497543858,0.02819033074507082
DNAL1,2.5893310002719878e-52,1.7379269491636364,-1.7379269491636364,0.02852321499056137
ALDH5A1,1.5984067576532578e-56,2.0694927302418655,-1.6495436377824255,0.02855699309958929
LIMCH1,5.865669470636093e-53,1.8428983974137978,-1.8428983974137978,0.028754915620192698
CACNA2D1,2.6051863478065927e-49,4.794159464011766,-2.45954284753871,0.029000296114418133
PDXP,6.921651813125601e-54,3.311365119816159,-1.8976067780462031,0.029026279468548244
DEGS1,2.7949475691986704e-57,1.461044690970656,1.461044690970656,0.029026279468548244
PRMT2,3.3217036853904106e-58,1.378254869557228,-1.378254869557228,0.029026279468548244
TLE3,2.5370678938876275e-55,2.114143497222109,-1.538570532600069,0.029075107254920126
UCHL1,3.3815427036206076e-53,2.28236454546861,-2.1937374804251633,0.02928925493818602
ACO2,4.802684086192514e-60,1.355197714931478,-1.355197714931478,0.02942309123682655
PALM,3.9220730811488115e-50,2.572870598090528,-2.3365908053299194,0.02956110618867593
DDX27,1.809014091415143e-58,1.6418485709923551,1.273381259017519,0.02956110618867593
RUVBL2,6.202816506776246e-63,1.25578984695413,-1.0778576383833283,0.02979546170966151
STXBP3,7.416560015008909e-63,1.8671377023102842,-1.0327317051009608,0.02983628887042045
CD9,9.110896746083815e-51,2.94296692450488,-2.4433875162673964,0.030139864571236803
SERPINE1,1.7546472029756078e-54,1.6747360014599195,1.6747360014599195,0.0301970503454201
CCNL1,2.235970928921015e-56,2.193911322614042,1.2663055534369647,0.03048842059910291
RCC2,2.3510263087465473e-60,2.6986692696838084,1.2366207061501733,0.03048842059910291
GNAI3,5.835876041496442e-62,1.1489097231695347,-1.1489097231695347,0.03075692831873649
GCSH,3.1877212576264986e-54,1.9625386959835502,-1.9625386959835502,0.03079725764351941
ATP2B1,1.1947888184466899e-53,2.3889512476912067,-1.8909476298644172,0.03079725764351941
CFAP20,1.1308601724169471e-60,1.1374979207986975,-1.1374979207986975,0.03079725764351941
NFKB1,2.122364265149109e-61,1.0228994007472103,1.0228994007472103,0.03079725764351941
REPS1,3.774210347766431e-59,1.721891899629771,-1.197768583189859,0.031283936166091826
NAA25,9.701130586490797e-62,1.0767286382775474,1.0005432307315658,0.031884303072197445
DTD1,1.0858795470266427e-61,1.9343437117441624,-1.1318498594098827,0.031986806249584304
RAB12,3.9776924818702075e-60,1.5374056103661182,-1.150062432162482,0.03203529604764922
TBC1D2B,1.1261967720013465e-58,1.4281064993029524,-1.1494345853339922,0.03203529604764922
DMAC2L,2.282874215234066e-57,1.4261230664244735,-1.4261230664244735,0.03213339256984202
IGHV1-69,1.1387437545900695e-52,2.2809284762949282,2.029710949751415,0.032238633237432056
UBXN6,5.7074138040544605e-59,1.5545155705535088,-1.3160967405120516,0.03231102526464195
ERLIN2,1.4463441908058215e-59,2.0780605936173266,-1.3823071728291545,0.032323520399182064
CAMK2G,1.0778147863770582e-52,3.1849498163466023,-2.00954082958625,0.03251081993559772
JMJD7,8.79277750707947e-55,1.5269711779571473,-1.5269711779571473,0.032759445110516525
GALK1,1.119147686238034e-58,1.8516233636795079,1.3542395310884494,0.03295696824508032
NAXD,2.2071217492756765e-60,2.1901704136657614,-1.19549657758591,0.03295696824508032
MFF,1.2203066621467522e-60,1.0035584514428137,-1.0035584514428137,0.03300044966212594
SSR4,1.4502150222171022e-63,1.0355410265247613,1.0355410265247613,0.03303897684211939
WARS1,1.2847254425428048e-57,1.4837007258709356,1.4837007258709356,0.033165326589721995
MID1,6.959473042827571e-59,1.1983805322526102,1.1983805322526102,0.03347872743532995
NEMP1,1.9922991538820744e-54,2.418320852531753,1.3538200762776107,0.03428781956665319
RABL6,8.408024062266265e-62,1.0353156198665445,-1.0353156198665445,0.03467188260486642
CPVL,6.191377285607101e-49,2.49614312105626,-2.49614312105626,0.03473285920036425
QSOX2,5.467056782424675e-60,1.7242508344104728,1.0916742622901907,0.03473285920036425
PTGFRN,3.4462145394038507e-54,2.243517805388553,-1.7478555044474255,0.03475884222557993
FBP1,1.1726203967236511e-58,1.2914579612361763,1.2914579612361763,0.034895598249403095
CERS1,1.2057374341195763e-55,1.5889913768815234,-1.5889913768815234,0.035271885921178935
SYNPO2,4.4773137367303666e-57,1.3733295873631413,-1.3733295873631413,0.035271885921178935
KIAA1671,9.237359845128676e-58,1.2027815133082385,-1.2027815133082385,0.035271885921178935
CEP97,1.4938684040094879e-59,1.150415606939756,-1.150415606939756,0.035325628184832564
PHKB,1.7869423924748059e-56,2.5716743944191833,-1.484302150269297,0.03567491019432524
TMEM165,6.545757881653576e-58,1.395739198520431,1.2949077647647442,0.03570922013444919
ATAD2,6.559005627954169e-53,2.965934317132657,1.4735954421401125,0.03577278174316657
