Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
DMWD,2.280656387254454e-58,1.196570220176934,1.1939771650573263,0.009954844596254555
SNRNP40,1.4294393210876774e-61,1.702531426805244,-1.0703048601053133,0.009954844596254555
IGLV8-61,6.072170017071775e-60,1.220618279102947,1.220618279102947,0.009996215874210524
RBMS1,1.574521409610881e-59,1.3513598388256653,-1.1276221171371787,0.010010778360628123
SPATS2,1.42009695501139e-59,1.5305951060013392,-1.0351460478838028,0.010106819255844345
SRRM1,7.44801096895952e-62,1.889297983293126,-1.0500703892829861,0.010113363874562492
TRIM56,2.909180752909166e-58,1.2236543700602383,1.2236543700602383,0.01020103448286184
UBE2L6,9.845907388868229e-60,1.1552591536620476,1.1552591536620476,0.010305738241912582
PRMT1,6.140163468553343e-62,1.557963755672386,-1.0985260913891146,0.010447983861597215
PPP2R5B,2.0674402746612243e-59,1.130423962533822,1.130423962533822,0.010584700069065653
PTP4A2,8.209510674640564e-58,1.3005467853033572,1.3005467853033572,0.010658609833522228
PCDHGC3,6.89942812683966e-55,1.5719054630796485,1.5719054630796485,0.010800117762955209
PITRM1,1.8636952445279447e-61,1.0196487840682877,-1.0196487840682877,0.010800117762955209
REEP5,1.5406821321545726e-58,1.3776645550972155,1.3776645550972155,0.010843827911110108
PLXNB1,2.1262092473979007e-55,2.069476850581072,1.5521911568327056,0.010850396289532256
POLR1C,2.387896566313035e-61,1.0184391448191725,-1.0184391448191725,0.010863957345528273
NCKIPSD,1.8629833136174212e-56,1.3847635419372217,1.3847635419372217,0.010910931682608144
GNAI3,5.835876041496609e-62,1.1489097231695347,1.0975091790736826,0.011052899387449362
L3HYPDH,3.3054341226274856e-57,1.9252923939147557,1.4320317317306,0.011144735951009297
TRIM3,2.6404789157516145e-59,1.2122470735907882,1.145305758729748,0.011182844375896547
SRR,2.472882029459248e-51,2.27150414793444,2.0595338477318386,0.011201975005893035
SPTLC2,4.748676284945272e-58,2.1132843819561984,-1.1994334768942103,0.011244355742926832
THEM6,1.536883683344656e-60,1.1081706694689863,1.1081706694689863,0.011244355742926832
GCLC,2.3667805036227253e-56,1.4829025360973098,1.4829025360973098,0.011426462415581817
METAP1,5.977946156046407e-60,1.324444361960115,-1.1164184981778114,0.011572501864413307
