ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-9843745,Adipogenesis,22/564,107/11230,0.205607476635514,4.093921919533373,7.394342668944366,1.2294890643455035e-8,2.1843922376538445e-7,1.6867727163476908e-7,NCOR1/MED24/MTA2/MBD3/RBBP4/CHD3/SMAD4/CHD4/MED1/MED25/GATAD2B/HDAC2/EBF2/MED14/CREBBP/MED23/HDAC3/MTA1/ZNF638/GATAD2A/TBL1XR1/NCOR2,22
R-HSA-9932444,ATP-dependent chromatin remodelers,12/564,31/11230,0.3870967741935484,7.707618393960192,8.599414340940179,1.34564969828306e-8,2.3136493199511969e-7,1.7865841495031462e-7,ACTL6B/SMARCA4/SMARCB1/PBRM1/ARID1B/SMARCC1/SMARCE1/SMARCD1/ARID1A/ARID2/SMARCC2/DPF2,12
R-HSA-9932451,SWI/SNF chromatin remodelers,12/564,31/11230,0.3870967741935484,7.707618393960192,8.599414340940179,1.34564969828306e-8,2.3136493199511969e-7,1.7865841495031462e-7,ACTL6B/SMARCA4/SMARCB1/PBRM1/ARID1B/SMARCC1/SMARCE1/SMARCD1/ARID1A/ARID2/SMARCC2/DPF2,12
R-HSA-5696398,Nucleotide Excision Repair,22/564,109/11230,0.2018348623853211,4.018804086147441,7.282584978554942,1.759993803921539e-8,2.9780212618735883e-7,2.2996076101364137e-7,AQR/PARP1/LIG1/XRCC1/LIG3/POLR2G/INO80C/MCRS1/PCNA/RFC4/RFC2/RFC5/RFC3/CDK7/POLR2H/COPS7B/XAB2/PARP2/ISY1/ERCC3/POLR2A/RAD23B,22
R-HSA-6803529,FGFR2 alternative splicing,11/564,26/11230,0.4230769230769231,8.424031642116748,8.71463578960874,1.8060194121900158e-8,3.008151083428995e-7,2.3228736518628162e-7,HNRNPA1/GTF2F2/NCBP2/POLR2G/NCBP1/TIA1/HNRNPH1/POLR2H/POLR2A/GTF2F1/HNRNPM,11
R-HSA-162906,HIV Infection,32/564,214/11230,0.14953271028037382,2.9773977596606347,6.715807885217146,2.5860530841823187e-8,4.241127058059002e-7,3.274969249928054e-7,SUPT5H/RNMT/XRCC6/XRCC5/GTF2F2/LIG1/NUP62/FEN1/TAF6/NCBP2/POLR2G/NCBP1/TAF5/RNGTT/NPM1/RCC1/TBP/CDK7/POLR2H/SUPT4H1/GTF2B/SSRP1/ELOA/SUPT16H/PSIP1/NELFE/ERCC3/POLR2A/GTF2F1/RANBP1/NELFA/CTDP1,32
R-HSA-157579,Telomere Maintenance,22/564,112/11230,0.19642857142857142,3.9111575481256327,7.119847461841193,2.9632484401031536e-8,4.786095207802973e-7,3.695789920511429e-7,LIG1/FEN1/ATRX/POLR2G/TERF2/NHP2/TERF2IP/DKC1/POLA1/PCNA/CDK2/RFC4/RFC2/RFC5/RFC3/PRIM2/POLR2H/NOP10/GAR1/POLR2A/H4C1/H3-3A,22
R-HSA-68962,Activation of the pre-replicative complex,12/564,33/11230,0.36363636363636365,7.2404900064474536,8.25532406182254,3.084220870425793e-8,4.907133504289397e-7,3.7892548635867563e-7,MCM4/MCM5/MCM7/MCM2/MCM6/ORC5/POLA1/CDK2/MCM3/PRIM2/ORC2/ORC3,12
R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,27/564,164/11230,0.16463414634146342,3.278087701089777,6.75781554825527,4.2148549270773624e-8,6.607404929800688e-7,5.102192806462071e-7,MEN1/NCOR1/MED24/RB1/HCFC1/KMT2A/RBBP5/MED1/PAXIP1/BOD1L1/SIRT1/MCRS1/MED14/WDR82/CREBBP/ASH2L/MED23/SETD1A/HDAC3/PSIP1/H4C1/H3-3A/DR1/SGF29/TBL1XR1/AKAP8L/NCOR2,27
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,16/564,63/11230,0.25396825396825395,5.0568501632331415,7.4250654730735555,5.380829214881019e-8,8.312991221830675e-7,6.419234852840514e-7,AQR/LIG1/XRCC1/LIG3/POLR2G/PCNA/RFC4/RFC2/RFC5/RFC3/CDK7/POLR2H/XAB2/ISY1/ERCC3/POLR2A,16
